Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
dfa,"15 years, 3 months","Zürich, Switzerland","115,759",22.9m,662,28,31,192,229,"java 7,009,javascript 849,c 599,arrays 549,string 420,design-patterns 351,",https://stackoverflow.com/users/89266/dfa
android developer,"12 years, 11 months",Israel,"115,738",33.6m,"1,477",769,,,,"android 5,643,java 870,bitmap 247,android-layout 214,android-intent 208,textview 181,",https://stackoverflow.com/users/878126/android-developer
cmcginty,"15 years, 5 months","San Francisco, CA, United States","115,811",23.8m,244,62,,,,"git 2,774,python 686,powershell 344,java 339,gradle 328,vim 27,",https://stackoverflow.com/users/64313/cmcginty
brian rasmussen,"15 years, 8 months",Denmark,"115,810",16.8m,"1,279",18,34,223,319,"c# 5,854,.net 3,592,multithreading 748,windbg 734,visual-studio 329,debugging 314,",https://stackoverflow.com/users/38206/brian-rasmussen
legend,"14 years, 9 months",United States,"115,824",7.8m,62,503,,,,"android 1,178,sql 117,sql-server 107,sql-server-2008 27,r 19,c# 13,",https://stackoverflow.com/users/184046/legend
robin rodricks,"15 years, 7 months","Mumbai, Maharashtra, India","113,046",14.3m,169,646,146,411,615,"c# 305,flash 110,javascript 89,.net 56,actionscript 46,actionscript-3 45,",https://stackoverflow.com/users/41021/robin-rodricks
roman pekar,"11 years, 9 months","Amsterdam, Netherlands","112,968",16.3m,"1,796",23,,,,"python 4,684,pandas 3,728,sql 3,516,postgresql 2,260,sql-server 1,760,t-sql 740,",https://stackoverflow.com/users/1744834/roman-pekar
michael hor257k,"10 years, 7 months",,"115,746",3.4m,"5,959",3,6,34,52,"xslt 5,230,xml 3,818,xslt-1.0 1,334,xpath 668,xslt-2.0 643,filemaker 224,",https://stackoverflow.com/users/3016153/michael-hor257k
stefan,"13 years, 9 months","Bremen, Germany","112,848",3.8m,"2,328",37,,,,"ruby 8,055,ruby-on-rails 2,165,arrays 1,016,ruby-on-rails-3 334,hash 327,string 318,",https://stackoverflow.com/users/477037/stefan
joran beasley,"13 years, 7 months",https://joranbeasley.net/,"112,836",18.5m,"3,419",24,,,,"python 9,025,string 1,268,list 1,066,python-2.7 791,django 660,pandas 428,",https://stackoverflow.com/users/541038/joran-beasley
vitalii fedorenko,"14 years, 5 months","Toronto, Canada","113,162",77.2m,137,2,,,,"java 8,220,arraylist 2,385,javascript 1,870,string 1,710,arrays 980,collections 891,",https://stackoverflow.com/users/288671/vitalii-fedorenko
paulw11,"10 years, 4 months",Australia,"113,072",4.8m,"2,983",12,,,,"ios 7,719,swift 4,409,objective-c 1,277,xcode 976,uitableview 672,core-bluetooth 656,",https://stackoverflow.com/users/3418066/paulw11
nadia alramli,"15 years, 2 months",Ireland,"113,850",15.5m,264,2,38,175,152,"python 9,675,list 1,198,jquery 753,python-imaging-library 593,image 545,javascript 476,",https://stackoverflow.com/users/97828/nadia-alramli
motti,"15 years, 10 months",Israel,"113,592",17.4m,867,129,,,,"c++ 4,791,qtp 476,c++11 474,c# 211,vbscript 174,hp-uft 158,",https://stackoverflow.com/users/3848/motti
warren weckesser,"12 years, 5 months",,"113,351",11.4m,"1,841",0,19,202,220,"python 8,495,numpy 5,682,scipy 4,195,matplotlib 1,079,arrays 758,statistics 432,",https://stackoverflow.com/users/1217358/warren-weckesser
peak,"13 years, 4 months","Princeton, NJ","113,125",17.3m,"3,335",8,,,,"jq 8,687,json 7,293,bash 2,638,arrays 883,key 838,shell 494,",https://stackoverflow.com/users/997358/peak
6502,"14 years, 3 months",Italy,"113,737",14.9m,"2,401",47,,,,"c++ 3,970,python 3,107,javascript 1,319,c 624,arrays 487,c++11 395,",https://stackoverflow.com/users/320726/6502
nevan king,"15 years, 4 months",,"113,349",6.9m,623,138,,,,"ios 5,954,cocoa-touch 3,563,objective-c 2,571,iphone 2,021,xcode 923,mapkit 423,",https://stackoverflow.com/users/74118/nevan-king
jon erickson,"15 years, 11 months",WA,"113,978",11.8m,195,133,45,138,177,"javascript 7,260,jquery 3,479,wpf 331,c# 299,asp.net 152,.net 138,",https://stackoverflow.com/users/1950/jon-erickson
diodeus james macfarlane,"15 years, 10 months","Toronto, Ontario, Canada","113,803",26.2m,"3,686",42,,,,"javascript 3,760,css 3,653,html 3,243,jquery 2,618,ajax 267,asp.net 238,",https://stackoverflow.com/users/12579/diodeus-james-macfarlane
shai,"11 years, 9 months",Israel,"113,886",7.3m,"2,839",43,,,,"matlab 3,024,pytorch 2,643,deep-learning 2,421,python 2,314,neural-network 1,944,caffe 1,847,",https://stackoverflow.com/users/1714410/shai
jesper r%c3%b8nn jensen,"15 years, 2 months","Copenhagen, Denmark","109,878",6.6m,62,101,,,,"git 2,013,logging 1,152,git-svn 336,jquery 34,javascript 13,cucumber 10,",https://stackoverflow.com/users/109305/jesper-r%c3%b8nn-jensen
tm,"15 years, 10 months","Oakland, CA, United States","110,147",12.4m,136,39,33,123,128,"java 607,python 593,jquery 480,javascript 388,django 283,django-templates 103,",https://stackoverflow.com/users/12983/tm
teifion,"15 years, 11 months","Wales, United Kingdom","110,063",13.0m,49,123,,,,"python 200,php 45,html 26,regex 10,javascript 7,mysql 7,",https://stackoverflow.com/users/1384652/teifion
anapprentice,"14 years, 11 months",United States,"110,110",13.2m,39,"1,688",,,,"ruby-on-rails 29,reactjs 15,ruby 13,ruby-on-rails-3 9,jquery 9,css 7,",https://stackoverflow.com/users/149080/anapprentice
rsp,"13 years, 5 months","Warsaw, Poland","110,100",14.0m,"1,483",0,,,,"node.js 4,725,javascript 3,857,jquery 1,118,express 588,npm 470,html 325,",https://stackoverflow.com/users/613198/rsp
dirkgently,"15 years, 5 months",,"109,926",21.0m,"1,482",4,,,,"c++ 4,153,c 2,022,stl 631,string 307,templates 305,apache-flex 146,",https://stackoverflow.com/users/66692/dirkgently
joseph mansfield,"14 years, 11 months","Edinburgh, United Kingdom","110,016",9.4m,"1,650",38,,,,"c++ 10,171,c++11 1,699,pointers 719,templates 713,stl 644,c 571,",https://stackoverflow.com/users/150634/joseph-mansfield
mr fooz,"15 years, 9 months",,"110,816",8.7m,283,31,7,75,103,"python 9,358,c++ 720,matlab 291,c 76,arrays 64,image-processing 41,",https://stackoverflow.com/users/25050/mr-fooz
serg,"15 years, 10 months",,"110,737",17.6m,912,183,,,,"google-chrome-extension 3,403,javascript 2,638,google-chrome 1,935,facebook 894,java 874,jquery 535,",https://stackoverflow.com/users/20128/serg
greg 449,"10 years, 11 months",United Kingdom,"110,501",4.4m,"4,444",0,,,,"eclipse 4,344,java 3,750,eclipse-plugin 1,930,eclipse-rcp 1,497,swt 1,287,jface 618,",https://stackoverflow.com/users/2670892/greg-449
joni,"14 years, 3 months","Boston, MA, USA","110,369",11.4m,"2,760",4,14,149,198,"java 3,778,c 1,481,c++ 1,418,linux 1,109,mysql 1,044,php 828,",https://stackoverflow.com/users/318758/joni
cary swoveland,"14 years, 5 months","Victoria, British Columbia, Canada","109,916",4.6m,"5,705",10,,,,"ruby 8,051,arrays 2,111,regex 1,291,hash 978,ruby-on-rails 939,string 894,",https://stackoverflow.com/users/256970/cary-swoveland
xanatos,"13 years, 5 months",Malta,"111,084",16.9m,"2,488",5,,,,"c# 7,461,.net 1,966,linq 1,049,string 1,000,regex 843,c++ 479,",https://stackoverflow.com/users/613130/xanatos
barry wark,"15 years, 11 months","Boston, MA","107,586",7.3m,623,31,,,,"objective-c 7,581,cocoa 4,276,core-data 1,975,iphone 1,500,cocoa-touch 1,283,macos 1,202,",https://stackoverflow.com/users/2140/barry-wark
gabriele petronella,13 years,"Milan, Italy","107,771",5.3m,"1,066",33,,,,"ios 4,587,objective-c 3,971,scala 1,908,swift 1,905,iphone 1,377,ios7 898,",https://stackoverflow.com/users/846273/gabriele-petronella
gert arnold,"12 years, 11 months","Wageningen, Netherlands","107,817",7.0m,"2,472",12,,,,"c# 5,145,entity-framework 4,907,linq 2,227,entity-framework-core 881,sql-server 626,.net 563,",https://stackoverflow.com/users/861716/gert-arnold
david hellsing,"14 years, 8 months","Gothenburg, Sweden","107,812",14.4m,991,104,,,,"javascript 5,666,jquery 3,964,reactjs 1,675,html 489,arrays 461,css 217,",https://stackoverflow.com/users/210578/david-hellsing
andreas rejbrand,"14 years, 4 months",Sweden,"107,906",6.6m,"1,299",55,,,,"delphi 8,171,delphi-7 857,delphi-2010 518,windows 424,string 391,winapi 346,",https://stackoverflow.com/users/282848/andreas-rejbrand
spencer7593,"15 years, 2 months","Saint Charles, MO, United States","107,782",11.3m,"3,818",6,15,116,145,"mysql 6,474,sql 2,624,php 1,079,database 1,068,sql-server 343,join 309,",https://stackoverflow.com/users/107744/spencer7593
joris meys,"13 years, 10 months","Ghent, Oost-Vlaanderen, Belgium","107,943",15.0m,650,43,,,,"r 9,405,dataframe 2,921,plot 367,function 310,package 269,ggplot2 240,",https://stackoverflow.com/users/428790/joris-meys
mark,"15 years, 10 months","Maryland, United States","107,785",8.9m,"2,330",39,20,176,234,"javascript 2,996,d3.js 2,770,python 1,410,jquery 1,198,highcharts 1,035,flot 973,",https://stackoverflow.com/users/16363/mark
matthew watson,"15 years, 2 months","Edinburgh, United Kingdom","107,908",9.9m,"2,557",93,11,170,291,"c# 8,370,.net 2,102,multithreading 597,string 563,linq 483,arrays 351,",https://stackoverflow.com/users/106159/matthew-watson
pmg,"15 years, 9 months","Coimbra, Portugal","107,982",14.9m,"2,557",12,,,,"c 9,385,pointers 1,260,c++ 959,arrays 645,string 596,gcc 557,",https://stackoverflow.com/users/25324/pmg
alexander,"11 years, 1 month","San Francisco, CA, USA","108,006",49.1m,"1,980",15,,,,"python 8,520,pandas 6,033,dataframe 2,249,numpy 826,list 546,python-3.x 438,",https://stackoverflow.com/users/2411802/alexander
codesinchaos,"13 years, 10 months","Frankfurt, Germany","108,052",15.4m,"1,603",10,,,,"c# 7,690,.net 3,074,linq 966,cryptography 546,security 402,c++ 355,",https://stackoverflow.com/users/445517/codesinchaos
c%e1%b4%8f%ca%80%ca%8f,"15 years, 4 months","Milwaukee, WI","106,612",13.4m,"1,302",44,,,,"jquery 2,285,sql-server 2,278,sql 2,256,css 1,911,c# 1,096,javascript 1,051,",https://stackoverflow.com/users/74757/c%e1%b4%8f%ca%80%ca%8f
spickermann,"11 years, 1 month","Neumarkt i.d.OPf., Bavaria, Germany","104,843",3.4m,"3,092",10,,,,"ruby 7,661,ruby-on-rails 4,001,ruby-on-rails-4 835,activerecord 601,rspec 497,arrays 464,",https://stackoverflow.com/users/2483313/spickermann
kjhughes,"14 years, 4 months","Ohio, USA","109,901",13.8m,"3,000",4,,,,"xml 7,794,xsd 2,891,xpath 2,698,xslt 1,537,xml-validation 1,167,html 1,160,",https://stackoverflow.com/users/290085/kjhughes
david sherret,"14 years, 9 months","Toronto, Canada","105,064",10.1m,575,35,,,,"typescript 7,405,javascript 2,806,ecmascript-6 1,486,c# 449,typescript-compiler-api 278,entity-framework 232,",https://stackoverflow.com/users/188246/david-sherret
parand,"15 years, 10 months","San Diego, CA","105,142",10.5m,77,153,,,,"python 464,javascript 378,jquery 121,django 90,html 64,django-models 50,",https://stackoverflow.com/users/13055/parand
tony delroy,"13 years, 11 months",Hong Kong,"104,747",21.1m,"2,654",11,,,,"c++ 7,984,c 1,409,c++11 770,string 412,stl 385,vector 273,",https://stackoverflow.com/users/410767/tony-delroy
jordan running,"14 years, 9 months",Minnesota,"105,005",7.5m,"1,646",1,,,,"ruby 2,984,javascript 1,798,ruby-on-rails 1,758,arrays 1,703,json 1,206,php 884,",https://stackoverflow.com/users/179125/jordan-running
gman,15 years,Earth,"104,990",13.1m,"1,990",244,,,,"webgl 4,604,javascript 3,640,three.js 1,298,html 1,049,canvas 726,glsl 711,",https://stackoverflow.com/users/128511/gman
zeta,"12 years, 6 months",,"105,156",8.1m,"1,293",21,,,,"haskell 2,674,html 2,356,css 2,284,javascript 1,527,c++ 1,438,c 435,",https://stackoverflow.com/users/1139697/zeta
jonathan livni,"14 years, 1 month",New York,"105,324",11.4m,92,343,,,,"python 1,741,multithreading 67,list 66,django 30,logging 30,c++ 13,",https://stackoverflow.com/users/348545/jonathan-livni
stephen canon,"14 years, 11 months","Hanover, NH, USA","105,303",8.4m,953,0,20,187,272,"floating-point 4,274,c 3,387,c++ 2,138,assembly 2,071,x86 969,math 943,",https://stackoverflow.com/users/142434/stephen-canon
billy oneal,"15 years, 3 months","Redmond, WA","105,612",9.7m,"1,301",396,,,,"c++ 4,744,c 904,stl 557,c# 475,visual-c++ 339,.net 293,",https://stackoverflow.com/users/82320/billy-oneal
raina77ow,"12 years, 4 months","Dnipro, Dnipropetrovsk Oblast, Ukraine","105,427",9.7m,"1,908",10,,,,"javascript 3,022,php 1,449,css 1,392,jquery 1,125,html 864,arrays 769,",https://stackoverflow.com/users/1229023/raina77ow
peter bailey,"15 years, 10 months","St. Thomas, Virgin Islands","105,718",15.9m,"1,041",31,,,,"php 4,609,javascript 3,779,jquery 1,175,arrays 824,symfony 490,html 368,",https://stackoverflow.com/users/8815/peter-bailey
haccks,"11 years, 1 month",Earth,"105,374",10.0m,"2,367",75,,,,"c 8,241,pointers 2,277,arrays 1,709,c++ 1,653,string 414,struct 335,",https://stackoverflow.com/users/2455888/haccks
venkatachalam,"15 years, 7 months","Salem, Tamil Nadu, India","102,459",9.4m,3,98,,,,"jquery 0,ajax 0,html 0,mysql 0,css 0,hyperlink 0,",https://stackoverflow.com/users/44984/venkatachalam
makoto,"12 years, 7 months",,"105,669",20.0m,"2,700",18,,,,"java 6,622,intellij-idea 1,272,python 954,git 708,arrays 429,string 307,",https://stackoverflow.com/users/1079354/makoto
web tiki,"11 years, 8 months","Brest, France","102,562",11.2m,841,39,,,,"css 8,793,html 5,077,css-shapes 3,602,responsive-design 2,219,svg 1,856,javascript 777,",https://stackoverflow.com/users/1811992/web-tiki
vincent ramdhanie,"15 years, 9 months",United States,"102,835",23.6m,"1,357",19,,,,"java 2,296,jquery 870,javascript 573,mysql 447,html 360,swing 285,",https://stackoverflow.com/users/27439/vincent-ramdhanie
ben hoffstein,"15 years, 10 months","New York, New York United States","102,947",19.5m,285,1,8,105,121,"sql-server 1,251,python 819,sql 476,c# 432,.net 249,excel 168,",https://stackoverflow.com/users/4482/ben-hoffstein
km,"15 years, 5 months",,"102,995",30.3m,"1,650",29,34,180,213,"sql-server 5,810,sql 4,289,t-sql 2,887,sql-server-2005 1,841,stored-procedures 1,207,sql-server-2008 834,",https://stackoverflow.com/users/65223/km
james curran,"15 years, 10 months",Trenton New Jersey United States,"103,017",24.5m,"1,804",20,,,,"c# 3,453,c++ 2,685,c 1,443,.net 1,283,linq 736,sql 444,",https://stackoverflow.com/users/12725/james-curran
selbie,"15 years, 2 months","Seattle, WA","102,984",7.7m,"2,501",60,15,106,180,"c++ 2,366,c 1,062,sockets 807,windows 749,winapi 438,java 183,",https://stackoverflow.com/users/104458/selbie
curtis,"14 years, 1 month","London, UK","102,842",16.7m,"1,384",278,,,,"css 2,157,sql 1,801,html 1,796,javascript 1,477,jquery 1,386,sql-server 1,379,",https://stackoverflow.com/users/370103/curtis
benjamin lindley,"13 years, 10 months",,"103,117",11.2m,"1,606",44,,,,"c++ 8,507,c++11 1,370,vector 848,stl 719,string 538,arrays 508,",https://stackoverflow.com/users/440119/benjamin-lindley
mayank shukla,"8 years, 11 months","Bangalore, Karnataka, India","103,301",11.2m,"1,150",2,,,,"reactjs 9,083,javascript 4,355,redux 673,react-native 509,react-router 478,material-ui 454,",https://stackoverflow.com/users/5185595/mayank-shukla
andrzej doyle,"15 years, 7 months","London, England, United Kingdom","103,384",14.8m,"1,159",39,,,,"java 6,998,javascript 1,067,scala 504,string 432,generics 359,html 244,",https://stackoverflow.com/users/45664/andrzej-doyle
bfree,"15 years, 10 months","Lakewood, NJ","103,412",14.8m,827,53,,,,"c# 5,807,.net 1,611,winforms 879,linq 553,datagridview 274,linq-to-sql 233,",https://stackoverflow.com/users/15861/bfree
zoul,"15 years, 10 months","Boskovice, Czech Republic","103,424",9.7m,"1,189",286,44,262,361,"objective-c 1,953,iphone 1,902,ios 1,306,xcode 621,perl 522,cocoa-touch 460,",https://stackoverflow.com/users/17279/zoul
alireza,"8 years, 9 months","Sydney NSW, Australia","103,424",296.1m,355,7,,,,"javascript 3,684,angular 1,222,html 1,158,reactjs 876,css 872,git 848,",https://stackoverflow.com/users/5423108/alireza
sarnold,14 years,"Portland, Oregon, United States","103,433",15.1m,"2,043",0,,,,"linux 2,069,c 1,369,bash 848,c++ 774,java 614,python 514,",https://stackoverflow.com/users/377270/sarnold
tommy,"13 years, 11 months",,"100,388",6.3m,"1,812",0,,,,"ios 3,689,objective-c 2,666,iphone 1,805,xcode 793,opengl-es 753,cocoa-touch 581,",https://stackoverflow.com/users/427332/tommy
evk,"8 years, 10 months",Russia,"100,503",3.6m,"1,574",0,8,149,197,"c# 6,588,.net 1,440,wpf 537,async-await 436,linq 389,entity-framework 337,",https://stackoverflow.com/users/5311735/evk
ikke,"15 years, 9 months",Netherlands,"100,713",15.2m,439,50,,,,"git 6,926,javascript 620,php 574,python 449,jquery 117,html 110,",https://stackoverflow.com/users/20261/ikke
evan fosmark,"15 years, 6 months",Oregon,"100,691",17.6m,110,50,36,107,118,"python 4,876,php 130,string 96,class 85,regex 69,python-3.x 17,",https://stackoverflow.com/users/49701/evan-fosmark
paul lebeau,"12 years, 3 months",New Zealand,"100,501",8.7m,"2,793",9,,,,"svg 7,046,css 2,827,html 2,481,javascript 1,727,android 642,animation 340,",https://stackoverflow.com/users/1292848/paul-lebeau
tom ritter,"15 years, 10 months","New York, NY","100,802",14.7m,366,47,31,141,174,"javascript 5,491,c# 768,asp.net 490,.net 426,sql 210,security 167,",https://stackoverflow.com/users/8435/tom-ritter
sloth,"14 years, 11 months",,"100,499",9.7m,"1,801",18,,,,"python 3,662,c# 2,704,pygame 1,828,.net 990,vb.net 851,linq 711,",https://stackoverflow.com/users/142637/sloth
john dibling,"15 years, 9 months","Chicago, IL","100,836",13.7m,"1,492",125,,,,"c++ 7,739,c++11 605,stl 549,class 305,c 272,vector 258,",https://stackoverflow.com/users/241536/john-dibling
jgauffin,"15 years, 4 months","Falun, Sweden","100,866",10.9m,"1,882",348,,,,"c# 4,514,.net 1,622,asp.net-mvc-3 1,168,asp.net-mvc 1,098,design-patterns 782,sockets 413,",https://stackoverflow.com/users/70386/jgauffin
pavel minaev,"15 years, 1 month","North Bend, WA","100,957",9.5m,"1,004",11,,,,"c# 3,307,c++ 2,725,.net 890,wpf 673,c 554,xml 508,",https://stackoverflow.com/users/111335/pavel-minaev
bojangles,14 years,"Edinburgh, Scotland","100,901",11.2m,647,146,,,,"php 2,612,css 2,070,html 1,829,jquery 1,728,javascript 1,628,mysql 195,",https://stackoverflow.com/users/383609/bojangles
blhsing,"7 years, 9 months",,"100,841",5.1m,"4,309",2,,,,"python 5,799,python-3.x 2,165,list 767,dictionary 576,regex 494,string 228,",https://stackoverflow.com/users/6890912/blhsing
jww,"13 years, 5 months","Baltimore, MD and New York, NY","100,853",20.1m,"1,747",739,94,430,926,"openssl 3,727,ssl 2,276,c++ 1,096,c 646,crypto++ 499,linux 417,",https://stackoverflow.com/users/608639/jww
eli,"15 years, 9 months","Los Angeles, CA","98,668",7.4m,83,56,21,78,82,"php 85,javascript 31,html 30,jquery 20,mysql 9,forms 7,",https://stackoverflow.com/users/27580/eli
georg fritzsche,"14 years, 10 months","Berlin, Germany","98,566",7.8m,"1,058",33,,,,"c++ 6,464,objective-c 1,383,templates 1,031,iphone 727,cocoa 626,boost 522,",https://stackoverflow.com/users/168225/georg-fritzsche
